0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.133,0.0,0.133,0.027,0.0,0.0,0.027,0.0,0.027,0.0,0.0,0.0,0.027,0.133,0.0,0.0,0.0,0.133,0.027,0.133,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.133,0.133,0.0,0.027,0.0,0.133,0.0,0.0,0.0,0.133,0.133,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.027
0.0,0.133,0.078,0.133,0.027,0.078,0.015,0.027,0.0,0.027,0.015,0.0,0.015,0.027,0.133,0.078,0.0,0.0,0.133,0.027,0.133,0.0,0.0,0.015,0.078,0.027,0.078,0.0,0.133,0.133,0.078,0.027,0.078,0.133,0.0,0.0,0.0,0.133,0.133,0.078,0.027,0.027,0.078,0.0,0.0,0.0,0.0,0.027,0.0,0.027
0.015,0.133,0.078,0.133,0.027,0.078,0.004,0.027,0.079,0.027,0.004,0.0,0.004,0.027,0.133,0.078,0.0,0.0,0.133,0.027,0.133,0.0,0.0,0.004,0.078,0.027,0.078,0.015,0.133,0.133,0.078,0.027,0.078,0.133,0.0,0.0,0.0,0.133,0.133,0.078,0.027,0.027,0.078,0.0,0.079,0.0,0.015,0.027,0.015,0.027
0.004,0.133,0.078,0.133,0.027,0.078,0.004,0.027,0.079,0.027,0.004,0.0,0.004,0.027,0.133,0.078,0.015,0.0,0.133,0.027,0.133,0.015,0.0,0.004,0.078,0.027,0.078,0.004,0.133,0.133,0.078,0.027,0.078,0.133,0.0,0.0,0.0,0.133,0.133,0.078,0.027,0.027,0.078,0.015,0.079,0.015,0.004,0.027,0.004,0.027
0.004,0.133,0.078,0.133,0.027,0.078,0.004,0.027,0.079,0.027,0.004,0.0,0.004,0.027,0.133,0.078,0.004,0.016,0.133,0.027,0.133,0.004,0.0,0.004,0.078,0.027,0.078,0.004,0.133,0.133,0.078,0.027,0.078,0.133,0.0,0.0,0.0,0.133,0.133,0.078,0.027,0.027,0.078,0.004,0.079,0.004,0.004,0.027,0.004,0.027
0.004,0.133,0.078,0.133,0.027,0.078,0.004,0.027,0.079,0.027,0.004,0.016,0.004,0.027,0.133,0.078,0.004,0.004,0.133,0.027,0.133,0.004,0.0,0.004,0.078,0.027,0.078,0.004,0.133,0.133,0.078,0.027,0.078,0.133,0.016,0.0,0.0,0.133,0.133,0.078,0.027,0.027,0.078,0.004,0.079,0.004,0.004,0.027,0.004,0.027
0.004,0.133,0.078,0.133,0.027,0.078,0.004,0.027,0.079,0.027,0.004,0.004,0.004,0.027,0.133,0.078,0.004,0.004,0.133,0.027,0.133,0.004,0.0,0.004,0.078,0.027,0.078,0.004,0.133,0.133,0.078,0.027,0.078,0.133,0.004,0.081,0.081,0.133,0.133,0.078,0.027,0.027,0.078,0.004,0.079,0.004,0.004,0.027,0.004,0.027
0.004,0.133,0.078,0.133,0.027,0.078,0.004,0.027,0.079,0.027,0.004,0.004,0.004,0.027,0.133,0.078,0.004,0.004,0.133,0.027,0.133,0.004,0.016,0.004,0.078,0.027,0.078,0.004,0.133,0.133,0.078,0.027,0.078,0.133,0.004,0.081,0.081,0.133,0.133,0.078,0.027,0.027,0.078,0.004,0.079,0.004,0.004,0.027,0.004,0.027
0.004,0.133,0.078,0.133,0.027,0.078,0.004,0.027,0.079,0.027,0.004,0.004,0.004,0.027,0.133,0.078,0.004,0.004,0.133,0.027,0.133,0.004,0.04,0.004,0.078,0.027,0.078,0.004,0.133,0.133,0.078,0.027,0.078,0.133,0.004,0.081,0.081,0.133,0.133,0.078,0.027,0.027,0.078,0.004,0.079,0.004,0.004,0.027,0.004,0.027
0.004,0.133,0.078,0.133,0.027,0.078,0.004,0.027,0.079,0.027,0.004,0.004,0.004,0.027,0.133,0.078,0.004,0.004,0.133,0.027,0.133,0.004,0.04,0.004,0.078,0.027,0.078,0.004,0.133,0.133,0.078,0.027,0.078,0.133,0.004,0.081,0.081,0.133,0.133,0.078,0.027,0.027,0.078,0.004,0.079,0.004,0.004,0.027,0.004,0.027
0.004,0.133,0.078,0.133,0.027,0.078,0.004,0.027,0.079,0.027,0.004,0.004,0.004,0.027,0.133,0.078,0.004,0.004,0.133,0.027,0.133,0.004,0.04,0.004,0.078,0.027,0.078,0.004,0.133,0.133,0.078,0.027,0.078,0.133,0.004,0.081,0.081,0.133,0.133,0.078,0.027,0.027,0.078,0.004,0.079,0.004,0.004,0.027,0.004,0.027
0.004,0.133,0.078,0.133,0.027,0.078,0.004,0.027,0.079,0.027,0.004,0.004,0.004,0.027,0.133,0.078,0.004,0.004,0.133,0.027,0.133,0.004,0.04,0.004,0.078,0.027,0.078,0.004,0.133,0.133,0.078,0.027,0.078,0.133,0.004,0.081,0.081,0.133,0.133,0.078,0.027,0.027,0.078,0.004,0.079,0.004,0.004,0.027,0.004,0.027
0.004,0.133,0.078,0.133,0.027,0.078,0.004,0.027,0.079,0.027,0.004,0.004,0.004,0.027,0.133,0.078,0.004,0.004,0.133,0.027,0.133,0.004,0.04,0.004,0.078,0.027,0.078,0.004,0.133,0.133,0.078,0.027,0.078,0.185,0.004,0.081,0.081,0.133,0.184,0.078,0.06,0.027,0.078,0.004,0.079,0.004,0.004,0.104,0.004,0.027
0.004,0.133,0.078,0.133,0.027,0.078,0.004,0.027,0.227,0.027,0.004,0.004,0.01,0.07,0.133,0.078,0.004,0.004,0.133,0.027,0.363,0.086,0.138,0.004,0.078,0.027,0.078,0.004,0.133,0.228,0.298,0.027,0.204,0.594,0.004,0.229,0.229,0.133,0.364,0.078,0.639,0.171,0.128,0.277,0.179,0.02,0.004,0.516,0.004,0.115
0.004,0.133,0.078,0.133,0.027,0.446,0.004,0.027,0.671,0.027,0.004,0.007,0.037,0.318,0.133,0.402,0.004,0.036,0.166,0.027,0.742,0.352,0.569,0.036,0.078,0.375,0.111,0.218,0.133,0.5,0.623,0.027,0.485,0.942,0.177,0.277,0.284,0.133,0.854,0.111,1.082,0.451,0.593,0.624,0.632,0.492,0.177,0.864,0.072,0.383
0.004,0.133,0.078,0.219,0.167,0.336,0.182,0.027,1.007,0.027,0.034,0.17,0.586,0.709,0.133,0.313,0.101,0.46,0.502,0.027,1.133,0.745,0.924,0.078,0.078,0.367,0.189,0.603,0.133,0.893,0.991,0.027,0.873,1.389,0.557,0.825,0.83,0.165,1.301,0.139,0.957,0.839,0.874,0.985,0.933,0.76,0.552,1.311,0.252,0.775
